JAPAN|134|A|9780547208404;9780618966288;9780110021423;9780618965700;9780547208633;9781428269309
JAPAN|234|A|9780110021164;9780618018147;9780669285079
JAPAN|334|A|9784789013086;9780110021386;9784789013079
KOREAN|134|A|9780972835657;9780972835619;9780972835602;9780972835640;9780972835633
LABM|421|A|9780119989182;9781416061656
LABM|426|A|9781934931400;9780721603841
LATIN|300|Aa|9780060783716;9780865162891;9780934034340;9780553590128
LATIN|301|Ab|9780060783716;9780865162891;9780934034340;9780553590128
LATIN|461|A|9781853994975;9780199567836
LAWA|511|Ab|9780735507173;9780735590595
LAWA|512|Aa|9780735576490;9780735590670
LAWA|561|Ab|9780674011557
LAWA|580|Ab|9780735588288
LAWB|500|Ab|9781599416038
LAWB|503|Aa|9780735577237;9780314262080
LAWB|510|Aa|9780735508590;9780735565296
LAWB|519|Aa|9781601560476
LAWB|523|Aa,Ba|9780735570672;9780140157352;9780553371314
LAWB|533|Aa|9780314238160
LAWB|533|Bb|9780314238160
LAW|300|A|9780195395136
LING|100|Aa|9780195129847
LING|200|Aa|9780814251638
LING|203|A|9780688149499;9780495508847
LING|400|Aa|9780312555283
LING|442|Ab|9780230232303
LING|449|Aa|9780340807668
LING|450|Aa|9780631198154;9780226467641
LING|451|Ab|9781405184113
LING|461|Aa|9781405133845;9781444326390
LING|462|Ab|9781405133845;9781444326390
LING|481|Ab|9781405194679
LIS|524|Aa,Ba|9780449912553
LIS|526|A,B|9781563089794;9780838909546
LSJ|322|Aa|9780140246841
LSJ|331|A|9780415963091;9780767900317;9780691124292;9781595581037;9780316010801
LSJ|360|A|9781594606243
LSJ|363|Ab|9780472030057;9780029291535
LSJ|375|Aa|9780110021171
LSJ|376|Aa|9780674010031;9780110021195;9780199739295
MATH|124|A-D|9780495012405;9780495012399;9781111023157
MATH|125|A-E|9780495012405;9780495012399;9781111023157
MATH|126|A-F|9780495012283;9780495654704;9780495012276
MATH|300|A,B|9780130144126
MATH|300|C,D|9780130144126
MATH|301|A|9780321546883;9780321500311
MATH|307|A-E|9780470735862;9780470383353
MATH|308|A,D,E|9780201658606;9780201658590
MATH|308|B,C,F|9780132296564;9780321796318
MATH|309|A,B|9780470383353;9780470735879
MATH|324|A-D|9780495654704
MATH|326|A|9780471025665
MATH|327|A|9780471025665
MATH|327|B|9780471025665
MATH|328|A|9780471025665
MATH|390|A|9780534467197
MATH|394|Aa|9780136033134;9780321600141
MATH|394|B|9780136033134
MATH|395|Ab|9780136033134;9780321600141
MATH|402|A|9780132413770
MATH|411|Aa|9780387201726
MATH|412|Ab|9780387201726
MATH|420|A|9780883857366
MATH|441|A|9780131816299
MATH|444|A|9780110021416
MATH|444|Aa|9781888009194;9780716743613
MATH|445|Ab|9781888009194;9780716743613
ME|123|A,B|9781932709780;9780558415914
ME|124|A|9781932709780
ME|230|A|9780136092018;9780136077916
ME|331|A|9780470508817;9780471457275
ME|395|A|9780072837032;9780077272500
ME|478|A|9781111895099;9780072466850
ME|599|E,F|9780387355399
MGMT|200|A|9780195395136
MGMT|300|A|9780078137174
MGMT|300|Aa|9780077264765
MGMT|320|A|9780077272029;9780073405056
MGMT|430|Ab|9780538753098;9781111257798
MICROM|301|A|9780119989212;9780078089541;9780077250416
MICROM|302|A|9780119989205
MKTG|301|Aa|9780136102250;9780136102434
MKTG|301|B|9780136102250;9780136102434
MKTG|335|A|9780077265434;9780073404844
MKTG|340|A|9781133473596;9781111826116
MKTG|450|Aa|9780840058515
MKTG|575|A,B|9780060745813;9780060517120
MKTG|575|A-B|9780110021430
MSE|170|A|9780470419977;9780110021287
MUSAP|133|A|9780739012970
MUSAP|134|A|9780739012970
MUSAP|135|A|9780739012970
MUSAP|233|A|9780739012970
MUSAP|234|A|9780739012970
MUSAP|235|A|9780739012970
MUSIC|116|A|9780558826833
MUSIC|117|A|9780390105707
MUSIC|120|Aa|9780078025099;9780077377748
MUSIC|122|Ab|9780306802515
MUSIC|162|Aa|9780195396300
MUSIC|331|Aa|9780136005612;9780136005896;9780787233181
NCLIN|302|A&B|9781437756869
NCLIN|500|ABC|9780781780582
NCLIN|501|ABC|9780323074179
NMETH|520|B|9781605477084
NMETH|532|A|9781605477787;9781416054689
NMETH|586|A|9780199231881;9781412980449
NSG|525|A|9781429217880;9781442202184
NSG|530|A&B|9780763784690
NURS|201|A|9780205048779
NURS|528|A&B|9781416037064;9780323053730
NURS|552|A|9780323056625;9780380725724
NURS|560|A|9780763780432
NURS|579|A|9780781790376
OCEAN|250|A|9780805345827
OPMGT|301|A|9780077271459;9780073377841
ORALB|579|A|9781889899091;9780716728665
ORALM|529|A|9781550091465
PBAF|499|Bb|9780131392632
PBAF|516|Aa|9780470404089
PBAF|519|Ab|9780674011557
PERIO|660|A|9780781769921
PHIL|100|A|9780205639472
PHIL|100|B|9780205639472
PHIL|102|A|9780495094999;9781439006207
PHIL|102|Bb|9780199757510
PHIL|110|A|9780415990790;9780691037790;9780674005112
PHIL|120|Aa|9780077286156;9780073535630
PHIL|120|B|9780195080292
PHIL|120|D|9780195080292
PHIL|200|A|9780231135030;9780199229758;9780415424516
PHIL|240|A|9780195335965
PHIL|242|Ab|9781405129480
PHIL|360|Aa|9780385415804;9780816614400
PHIL|440|Aa|9780495808770;9780110021294
PHIL|445|A|9780312003074;9780070461925
PHYS|114|A|9780558385040;9788123231006
PHYS|115|A|9780558385026
PHYS|116|A|9780558385033
PHYS|117|A-E|9780738042916
PHYS|118|A-D|9780110021300
PHYS|119|A-D|9780110021317
PHYS|121|A|9780558840815;9781429272902;9788123231006;9780738042909
PHYS|122|A|9780558840815;9781429272896;9788123231006;9780110021324
PHYS|123|A|9780558840815;9781429272896;9780110021331;9788123231006;9781429272902
PHYS|224|A|9780201380279;9780077395681
PHYS|225|A|9780805387162
PHYS|228|A|9780471198260
PHYS|322|A|9780138053260
PHYS|324|A|9780131118928
PHYS|334|A|9780521377096;9780521370950
POLS|201|A|9780872208971;9780195003642
POLS|202|Aa|9781930398160
POLS|203|Bb|9780393927092;9780393116373
POLS|273|Aa|9780915145607;9780872201774;9780872203167
POLS|299|Aa|9780872893405
POLS|304|Ab|9780060520847;9780465001774;9780742554627;9780375714498;9780465061792
POLS|305|A|9780226644738;9780195309140
POLS|317|A|9780415963091;9780767900317;9780691124292;9781595581037;9780316010801
POLS|318|Aa|9780312091149
POLS|322|Aa|9780742553538
POLS|325|A|9780312535018
POLS|337|Ab|9780231116275
POLS|360|A|9781594606243
POLS|363|Ab|9780472030057;9780029291535
POLS|410|A|9780898620191
POLS|419|Ab|9780742567221;9780674060524;9780231150774
POLS|442|A|9780061708770;9780230279933;9780262640640;9780029336809
POLS|452|A|9780813341729
POLS|461|Ab|9780073511979
POLS|464|A|9780520205987;9780226684628
PORT|103|Ab|9780131894051;9780060936945;9780131894082
PORT|110|Aa|9780131894051;9780060936945;9780131894082
PRSAN|401|A|9780936347295
PSYCH|101|A|9780073532127;9780077348212
PSYCH|101|B|9780077561307
PSYCH|202|A|9780878935567;9780205548743;9780878933242
PSYCH|209|A|9780470522783;9780470566084
PSYCH|210|A|9780205015672;9780205050260;9781934931400;9780558082147;9780536622211
PSYCH|305|A|9781439023365;9780495604389;9781934931400;9780495599838
PSYCH|306|A|9780205775385
PSYCH|315|A|9780470134870;9780470263952
PSYCH|322|A|9780759311848;9780618465132
PSYCH|331|A|9780110021126
PSYCH|333|A|9780495601494;9781439023969
PSYCH|345|A|9780138144784;9780138144579
PSYCH|409|A|9780199291151
PSYCH|410|A|9780495506270;9781439006306
PSYCH|489|A|9780205645688;9780131729674
QMETH|201|A|9780123852083
QSCI|291|Aa|9780321644688;9780321654991
QSCI|292|Ab|9780321644688;9780321654991
QSCI|381|A|9780135024591;9780132424332
REHAB|420|A|9780119989229
REHAB|572|A|9781401812324
REHAB|578|A|9781569002841
REHAB|580|A|9780803615250
RUSS|150|A|9780471309451;9780471309444
RUSS|250|A|9780470938751
RUSS|350|A|9780470577745
SCAND|230|Aa|9780299227142;9780874211283
SISA|210|Aa|9780691129945;9780804771511;9780375425509
SISCA|490|Aa|9780295990460
SISEA|449|A|9780061708770;9780230279933;9780262640640;9780029336809
SISEA|454|Ab|9780804750691;9780393973518;9780393973723
SISEA|459|Ab|9780742567221;9780674060524;9780231150774
SISEA|490|A,B|9781590173138;9780618249060;9780520230255
SISLA|322|Aa|9780742553538
SISLA|490|Ab|9781876175702;9781920888114
SISSE|221|A|9780472068043;9780521759151;9780822344247
SISSE|315|Ab|9780520238244;9781566391634
SIS|200|Ab|9780691090108;9780393149746;9780679772538
SIS|201|A|9780061120145;9780393329810
SIS|225|Ab|9780195338195;9780072843514
SIS|322|Aa|9780140246841
SIS|337|Ab|9780231116275
SIS|401|Aa|9780691143156;9780691143279;9780470287163
SIS|490|Aa|9780385479561
SOCW|507|Ab|9780195158434
SOC|110|B|9780495093442
SOC|212|B|9781594518805
SOC|221|A|9781412968249;9781412991421
SOC|247|A|9782222222224
SOC|270|A|9781111185954
SOC|271|A|9780558715632
SOC|275|Aa|9780470501764
SOC|292|A|9780691145280;9781400052455;9780807750711;9780813341873;9780415930758;9781412979245
SOC|300|A|9780195372984
SOC|316|A|9780195082081;9780195087024
SOC|357|A|9780520222021;9780195300123
SOC|360|A|9780871545848;9780813344843
SOC|362|A|9780871545404;9780393336856;9781442202184
SOC|364|A|9780136084280;9780136084259
SOC|371|A|9781412949675;9780521731355
SOC|372|A|9782222222224
SOC|376|Aa|9780674010031;9780110021195;9780199739295
SOC|468|A|9780226113722;9780199729883;9780195335347
SOC|472|Ab|9780761986782
SPAN|101|Aa,Ba|9780073513164;9780078149863
SPAN|102|Aa|9780073513164;9780078149863
SPAN|102|Bb|9780073513164;9780078149863
SPAN|103|Aa,Ba|9780073513164;9780078178504
SPAN|103|Cb,Db|9780073513164;9780078178504
SPAN|110|A|9780073513164;9780078149863
SPAN|134|A-F|9780072497083;9780072525366;9780110021119;9780072497120;9780072497113
SPAN|201|Aa|9780078087868;9789250700007
SPAN|201|Bb|9780078087868;9789250700007
SPAN|202|Aa|9780078087868;9789250700007
SPAN|202|Bb|9780078087868;9789250700007
SPAN|203|Aa|9780078087868;9789250700007
SPAN|203|Bb|9780078087868;9789250700007
SPAN|301|Aa|9781600078569
SPAN|308|Aa|9780828825641;9780307475442;9788437605128
SPAN|334|Ab|9781876175702;9781920888114
SPAN|423|Aa|9788437601748
SPAN|477|Aa|9780110021379
